Person ID,Historical Period ID,Historical Period Name,Person Name
12981,15,20th Century,Pema Gargyi Wangchuk
13026,11,16th Century,Wensapa Lobzang Dondrub
13057,3,8th Century,Gyelwai Lodro
13058,3,8th Century,Wodren Pelgyi Wangchuk
13060,14,19th Century,Multi-facet Test
13060,15,20th Century,Multi-facet Test
13061,7,12th Century,Ngok Jo Tsultrim Sherab
13062,7,12th Century,Tropu Gyeltsa Rinchen Gonpo 
13063,11,16th Century,Khenchen Lungrik Gyatso
13064,11,16th Century,Kunga Pelzang 
13065,11,16th Century,Lochen Ratnabhadra
13066,7,12th Century,Vairocanavajra
13067,11,16th Century,Tsokye Dorje
13068,12,17th Century,Drakpa Gyeltsen
13069,13,18th Century,Drakpa Rinchen Sherab
13070,13,18th Century,Rinchen Lekdrub
13070,14,19th Century,Rinchen Lekdrub
13071,12,17th Century,Drakpa Lekdrub
13072,14,19th Century,Gara Lama Sonam Rabten
13072,15,20th Century,Gara Lama Sonam Rabten
13073,9,14th Century,Chennga Sonam Zangpo
13073,10,15th Century,Chennga Sonam Zangpo
13074,8,13th Century,Tsangpopa Konchok Sengge
13075,11,16th Century,Oluk Darhan Nangso
13076,8,13th Century,Kangyurpa
13077,3,8th Century,Khyeuchung Lotsāwa
13078,10,15th Century,Jangsem Sherab Zangpo
13079,6,11th Century,Meu Gongdzo
13080,7,12th Century,Bonzhik Khyungnak
13081,8,13th Century,Dampa Yuzhik
13082,15,20th Century,Kyabje Yongdzin Tsultrim Gyeltsen
13083,7,12th Century,Trulzhik Dombu
13083,8,13th Century,Trulzhik Dombu
13084,8,13th Century,Zhikpo Kunga
13086,8,13th Century,Donggom Zhikpo
13087,6,11th Century,Gomchen Barwa
13087,7,12th Century,Gomchen Barwa
13088,7,12th Century,Joyung
13089,7,12th Century,Drilungpa Tsultrim Sherab
13090,7,12th Century,Yorpo Mepel
13091,7,12th Century,Drogon Dutsi Gyeltsen
13092,8,13th Century,Azha Lodro Gyeltsen
13093,8,13th Century,Druton Dulwa Gyeltsen
13094,13,18th Century,Ngawang Trinle Pelzang
13095,10,15th Century,Sanggye Peljor
13095,11,16th Century,Sanggye Peljor
13096,11,16th Century,Choje Ngawang
13097,11,16th Century,Ngawang Chojor Zangpo
13097,12,17th Century,Ngawang Chojor Zangpo
13098,14,19th Century,Ngawang Pelden Gyeltsen Chokyi Wangchuk
13099,14,19th Century,Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen
13099,15,20th Century,Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen
13100,15,20th Century,Lobzang Trinle Namgyel
13101,15,20th Century,Jampel Kelzang Jigme Chokyi Gyeltsen
13102,12,17th Century,Lobzang Wangchuk
13102,13,18th Century,Lobzang Wangchuk
13103,13,18th Century,Lobzang Chokle Namgyel
13103,14,19th Century,Lobzang Chokle Namgyel
13104,14,19th Century,Lobzang Jampel Tendzin Namgyel
13105,15,20th Century,Lobzang Namgyel Tendzin Lhundrub
13106,12,17th Century,Konchok Tendzin
13107,12,17th Century,Lobzang Puntsok Namgyel
13108,12,17th Century,Lobzang Tendzin Trinle
13108,13,18th Century,Lobzang Tendzin Trinle
13109,13,18th Century,Kelzang Chodrak Pelden
13110,14,19th Century,Lobzang Chopel
13111,15,20th Century,Jampa Taye
13112,10,15th Century,Chopel Zangpo
13113,11,16th Century,Shākya Gyeltsen
13115,8,13th Century,Dru Gyelwa Yungdrung
13116,8,13th Century,Drusha Namkha Wozer
13117,8,13th Century,Druton Sonam Gyeltsen
13118,11,16th Century,Godzung Lodro Gyeltsen
13119,8,13th Century,Tsungme Sonam Lodro
13120,15,20th Century,Drodul Dorji Tenzin
13121,13,18th Century,Drubtob Namgyel Lhundrub
13122,14,19th Century,Jigme Drodon Dorje
13123,13,18th Century,Jigme Tenpai Gyeltsen
13123,14,19th Century,Jigme Tenpai Gyeltsen
13124,13,18th Century,Jigme Kundrol Namgyel
13124,14,19th Century,Jigme Kundrol Namgyel
13125,10,15th Century,Namkha Gyeltsen
13125,11,16th Century,Namkha Gyeltsen
13127,15,20th Century,Ngawang Tenzin Gyatso
13128,15,20th Century,Tekchok Tenpai Gyeltsen
13129,8,13th Century,Tsenden Namgyel Kara
13129,9,14th Century,Tsenden Namgyel Kara
13131,9,14th Century,Khedrub Rinchen Lodro
13131,10,15th Century,Khedrub Rinchen Lodro
13132,9,14th Century,Rinchen Gyeltsen
13132,10,15th Century,Rinchen Gyeltsen
13133,13,18th Century,Kunzang Trinle Namgyel
13134,9,14th Century,Katokpa Jangchub Gyeltsen
13134,10,15th Century,Katokpa Jangchub Gyeltsen
13135,10,15th Century,Namtrul Namkha Yeshe
13139,14,19th Century,Ayu Khandro Dorje Peldron
13139,15,20th Century,Ayu Khandro Dorje Peldron
13140,10,15th Century,Khedrub Kunzang Gyeltsen
13141,8,13th Century,Sanggye Won Drakpa Pel
13142,14,19th Century,Tenpai Nyima
13143,14,19th Century,Orgyen Tenpai Nyinje
13143,15,20th Century,Orgyen Tenpai Nyinje
13144,15,20th Century,Orgyen Trinle Dorje
13145,13,18th Century,Tendzin Sizhi Namgyel
13146,13,18th Century,Orgyen Gelek Namgyel
13146,14,19th Century,Orgyen Gelek Namgyel
13147,13,18th Century,Drubwang Drakpa Gyeltsen
13147,14,19th Century,Drubwang Drakpa Gyeltsen
13148,15,20th Century,Konchok Tenpai Gyeltsen
13149,15,20th Century,Konchok Jigme Wangpo
13150,15,20th Century,Zhonnu Lodro
13151,15,20th Century,Konchok Tenpai Nyima
13152,15,20th Century,Jikdrel Tsewang Dorje
13157,14,19th Century,Gyakob Tulku Kunzang
13157,15,20th Century,Gyakob Tulku Kunzang
13161,14,19th Century,Danzanravjaa
13162,15,20th Century,Garwang Lerab Lingpa
13163,14,19th Century,Tenpai Nyima
13163,15,20th Century,Tenpai Nyima
13164,3,8th Century,Nangzher Lopo
13165,3,8th Century,Tongyung Tuchen
13166,14,19th Century,Ngawang Dogyu Yonten Rabgye
13166,15,20th Century,Ngawang Dogyu Yonten Rabgye
13167,14,19th Century,Lobzang Dogyu Yeshe
13168,12,17th Century,Lobzang Jamyang
13168,13,18th Century,Lobzang Jamyang
13169,13,18th Century,Sonam Tseten
13170,12,17th Century,Tashi Wozer
13171,15,20th Century,Lobzang Tubten Jigme Tsultrim Gyatso
13173,13,18th Century,Jampel Gendun Gyatso
13174,12,17th Century,Bondrong Tenpa Wozer
13175,13,18th Century,Ngawang Trinle Pelzang
13175,14,19th Century,Ngawang Trinle Pelzang
13176,15,20th Century,Lobzang Shedrub Tendzin Gyatso
13177,15,20th Century,Lobzang Jigme Tendzin Gyatso
13178,15,20th Century,Tubten Lungrik Gyatso
13179,14,19th Century,Lobzang Khedrub Nyima
13180,14,19th Century,Name Unknown
13181,14,19th Century,Tubten Tsultrim Gyatso
13181,15,20th Century,Tubten Tsultrim Gyatso
13182,9,14th Century,Lobpon Galeb
13183,9,14th Century,Takleb Jangchub Gyeltsen
13183,10,15th Century,Takleb Jangchub Gyeltsen
13186,15,20th Century,Pema Trinle
13187,14,19th Century,Tsewang Lhamo
13188,14,19th Century,Gyelse Tsewang Gyurme
13189,14,19th Century,Kelzang Pema Wanggyel
13190,13,18th Century,Ngawang Jampel Mingyur Lhundrub Dorje
13191,13,18th Century,Kunzang Gyurme Lhundrub
13191,14,19th Century,Kunzang Gyurme Lhundrub
13195,9,14th Century,Drakpa Rinchen
13196,8,13th Century,Sonam Peldren
13196,9,14th Century,Sonam Peldren
13197,12,17th Century,Chowang Dorje Dzinpa
13197,13,18th Century,Chowang Dorje Dzinpa
13198,3,8th Century,Takdra Lukong
13199,8,13th Century,Nyima Gyeltsen
13199,9,14th Century,Nyima Gyeltsen
13201,14,19th Century,Lobzang Gyatso
13202,14,19th Century,Lobzang Khechok
13203,13,18th Century,Gendun Konchok Lobzang Tendzin
13203,14,19th Century,Gendun Konchok Lobzang Tendzin
13204,14,19th Century,Demchok Dorje
13204,15,20th Century,Demchok Dorje
13205,10,15th Century,Chokyi Dronma
13206,11,16th Century,Kunga Zangmo
13217,12,17th Century,Ngawang Rinchen
13217,13,18th Century,Ngawang Rinchen
13220,12,17th Century,Tagu Nyima Gyeltsen
13221,12,17th Century,Dampa Lodro Gyeltsen
13221,13,18th Century,Dampa Lodro Gyeltsen
13222,12,17th Century,Yungdrung Yeshe
13225,12,17th Century,Tokden Yungdrung Gyeltsen
13225,13,18th Century,Tokden Yungdrung Gyeltsen
13226,13,18th Century,Kunga Tendzin
13227,15,20th Century,Gyurme Pema Tekchok
13228,13,18th Century,Gyurme Tekchok Tenpa Namgyel
13228,14,19th Century,Gyurme Tekchok Tenpa Namgyel
13230,8,13th Century,Jangchub Lingpa
13231,8,13th Century,Rinchen Gyelpo
13231,9,14th Century,Rinchen Gyelpo
13232,7,12th Century,Pelchen Ngepuwa
13232,8,13th Century,Pelchen Ngepuwa
13233,7,12th Century,Chennga Namtsowa
13233,8,13th Century,Chennga Namtsowa
13234,7,12th Century,Lobpon Tsangpa Jamseng
13234,8,13th Century,Lobpon Tsangpa Jamseng
13236,8,13th Century,Pa Rinpoche
13237,7,12th Century,Chennga Rinchen Zangpo
13237,8,13th Century,Chennga Rinchen Zangpo
13238,7,12th Century,Dordzin Gowoche
13238,8,13th Century,Dordzin Gowoche
13239,7,12th Century,Gejong Tashi Bum
13239,8,13th Century,Gejong Tashi Bum
13240,6,11th Century,Geshe Yakru Peldrak
13240,7,12th Century,Geshe Yakru Peldrak
13241,6,11th Century,Nub Lotsāwa Yonten Drak
13241,7,12th Century,Nub Lotsāwa Yonten Drak
13242,7,12th Century,Rinchen Jangchub
13242,8,13th Century,Rinchen Jangchub
13246,15,20th Century,Jamyang Kunzang Tubten Chokyi Gyeltsen
13249,15,20th Century,Jampa Namkha Kunzang Tenpai Gyeltsen
13404,10,15th Century,Namkha Pelwa
13423,11,16th Century,Miyowa Zhonnu Lodro
13425,14,19th Century,Kontse Tsewang Dondrub
13426,13,18th Century,Lobzang Nyendrak
13426,14,19th Century,Lobzang Nyendrak
13427,14,19th Century,Puntsok Tsewang
13428,13,18th Century,Sonam Dargye
13429,7,12th Century,Chennga Darma Tsultrim
13429,8,13th Century,Chennga Darma Tsultrim
13430,7,12th Century,Chennga Rinchen Jungne
13430,8,13th Century,Chennga Rinchen Jungne
13431,7,12th Century,Choje Gangpa Rinchen Wozer
13431,8,13th Century,Choje Gangpa Rinchen Wozer
13432,7,12th Century,Choje Tsadrelwa
13432,8,13th Century,Choje Tsadrelwa
13433,7,12th Century,Dordzin Sonam Gyatso
13433,8,13th Century,Dordzin Sonam Gyatso
13434,7,12th Century,Zhonnu Rinchen
13434,8,13th Century,Zhonnu Rinchen
13435,7,12th Century,Drubtob Tsangzhikpa
13435,8,13th Century,Drubtob Tsangzhikpa
13436,7,12th Century,Drubtob Sengge Yeshe
13436,8,13th Century,Drubtob Sengge Yeshe
13437,8,13th Century,Drakpa Tsondru
13438,8,13th Century,Lama Tsentrangwa
13439,7,12th Century,Sonyompa Sherab Pel
13439,8,13th Century,Sonyompa Sherab Pel
13440,7,12th Century,Drubtob Nyakre Sewo
13440,8,13th Century,Drubtob Nyakre Sewo
13442,7,12th Century,Dorje Khyung
13442,8,13th Century,Dorje Khyung
13443,7,12th Century,Jangtang Repa
13443,8,13th Century,Jangtang Repa
13444,7,12th Century,Shen Gonkarwa Dorje Wangchuk
13445,7,12th Century,Lobpon Gonkarwa
13446,7,12th Century,Nyene Rinchen Drak
13447,7,12th Century,Drubchen Bardrokpa
13447,8,13th Century,Drubchen Bardrokpa
13448,8,13th Century,Lobpon Yeshe Jangchub
13449,8,13th Century,Dorje Sengge
13450,8,13th Century,Shākya Rinchen
13451,8,13th Century,Gompa Choseng
13452,13,18th Century,Nyida Sanggye
13453,13,18th Century,Getse Pema
13453,14,19th Century,Getse Pema
13454,14,19th Century,Gyurme Tenpel Chozang
13455,15,20th Century,Gyurme Tubten Nyinje
13462,7,12th Century,Machik Rema
13502,10,15th Century,Rinchen Lhunpo
13507,13,18th Century,Rinchen Peldzom
13509,2,7th Century,Trimalo
13509,3,8th Century,Trimalo
13510,14,19th Century,Agvan Dorjiev
13510,15,20th Century,Agvan Dorjiev
13511,11,16th Century,Jampa Puntsok
13511,12,17th Century,Jampa Puntsok
13512,11,16th Century,Ponchen Lhuntub
13512,12,17th Century,Ponchen Lhuntub
13513,12,17th Century,Lachen Chemchok
13514,12,17th Century,Lupel
13514,13,18th Century,Lupel
13515,12,17th Century,Orgyen Tashi
13515,13,18th Century,Orgyen Tashi
13516,10,15th Century,Botar Lodro Tobden
13517,10,15th Century,Gyeltsen Bum
13517,11,16th Century,Gyeltsen Bum
13518,11,16th Century,Ponchen A-nga
13519,14,19th Century,Nyigyel Pangdatsang
13519,15,20th Century,Nyigyel Pangdatsang
13520,15,20th Century,Nyima Pangdatsang
13521,15,20th Century,Rapga Pangdatsang
13522,15,20th Century,Tobgyal Pangdatsang
13523,15,20th Century,Lobzang Yampel Pangdatsang
13527,11,16th Century,Yagyel Pel
13528,11,16th Century,Kunga Rinchen
13528,12,17th Century,Kunga Rinchen
13531,12,17th Century,Yungdrung Tendzin
13531,13,18th Century,Yungdrung Tendzin
13532,13,18th Century,Puntsok Tenpa
13533,13,18th Century,Yangchen Dolma
13534,7,12th Century,Tsepo Tsawarong
13535,8,13th Century,Nangso Damepa
13536,10,15th Century,Jampa Rabten
13537,10,15th Century,Lhagyari Drale Namgyel
13538,10,15th Century,Lhagyari Jikten Wangchuk
13538,11,16th Century,Lhagyari Jikten Wangchuk
13539,11,16th Century,Lhagyari Yulkhor Wangchuk
13540,5,10th Century,Lhai Metok
13541,10,15th Century,Lhagyari Sonam Rabten
13542,10,15th Century,Lhagyari Ganden Pelbar
13543,11,16th Century,Lhagyari Lobzang Tutob Chogyel
13543,12,17th Century,Lhagyari Lobzang Tutob Chogyel
13544,12,17th Century,Menjangma
13544,13,18th Century,Menjangma
13545,15,20th Century,Rinchen Sadutshang
13546,15,20th Century,Lo Gendun Sadutshang
13547,12,17th Century,Ngawang Trinle Gyatso
13547,13,18th Century,Ngawang Trinle Gyatso
13548,15,20th Century,Wangchuk Dorje Sadutshang
13549,15,20th Century,Lo Nyendrak Sadutshang
13550,15,20th Century,Lobzang Tenzin Trinle Gyatso
13558,13,18th Century,Lhagyari Tsering Pelbar
13558,14,19th Century,Lhagyari Tsering Pelbar
13559,14,19th Century,Lhagyari Zilnon Wangchuk
13560,14,19th Century,Lhagyari Tri Songwanggyel
13561,14,19th Century,Lhagyari Namgyel Wangchuk
13561,15,20th Century,Lhagyari Namgyel Wangchuk
13562,15,20th Century,Lhagyari Tobjor Wangchuk
13563,15,20th Century,Lhagyari Jigme Wangchuk
13564,15,20th Century,Lhagyari Kelzang Nyendrak
13566,2,7th Century,Semarkar
13572,8,13th Century,Trewo Alu
13574,13,18th Century,Yeshe Tendzin
13574,14,19th Century,Yeshe Tendzin
13583,15,20th Century,Tsarong Dundul Namgyal
13588,14,19th Century,Danzan Ravjaa
13596,15,20th Century,Lungtok Tenpai Nyima
13597,12,17th Century,Dawo Wangmo
13598,15,20th Century,Yangchen Lhamo
13611,15,20th Century,K. Dhondup
13612,14,19th Century,Kunzang Chokyi Dolma
13613,14,19th Century,Nene Metokma
13613,15,20th Century,Nene Metokma
13614,12,17th Century,Depa Norbu
13615,13,18th Century,Tamdrin Wangmo
13615,14,19th Century,Tamdrin Wangmo
13616,6,11th Century,Nangsa Wobum
13616,7,12th Century,Nangsa Wobum
13617,14,19th Century,Khordong Terchen Nuden Dorje
13625,15,20th Century,Tsarong Pema Dolkar
13627,3,8th Century,Śākyaprabha
13627,4,9th Century,Śākyaprabha
13628,15,20th Century,Lobsang Phuntsok Lhalungpa
13631,3,8th Century,Tong Ācārya
13631,4,9th Century,Tong Ācārya
13633,2,7th Century,Woncheuk
13634,3,8th Century,Go Chodrub
13634,4,9th Century,Go Chodrub
13636,6,11th Century,Yonten Pel
13638,9,14th Century,Rinchen Gyeltsen
13642,3,8th Century,Prajñāvarman
13647,14,19th Century,Jamyang Kunzang Tenpai Gyeltsen
13647,15,20th Century,Jamyang Kunzang Tenpai Gyeltsen
13648,15,20th Century,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa
13650,12,17th Century,Drubtob Pema Trinle
13652,15,20th Century,Ngawang Lobzang Thubstan Choknor
13653,14,19th Century,Jamyang Chokyi Wangpo
13653,15,20th Century,Jamyang Chokyi Wangpo
13654,15,20th Century,Jamyang Khyentse Chokyi Wangchuk
13655,15,20th Century,Pelgon Trinle Rabten
13659,14,19th Century,Tokden Orgyen Tenzin
13659,15,20th Century,Tokden Orgyen Tenzin
13666,15,20th Century,Pawo Wangchuk Tengpa Lobzang Nyima
13677,14,19th Century,Ngawang Nyima
13677,15,20th Century,Ngawang Nyima
13679,14,19th Century,Ga Lama Gendun Zangpo
13679,15,20th Century,Ga Lama Gendun Zangpo
13683,15,20th Century,Jampa Gyeltsen Lhalungpa
13684,15,20th Century,Ani Trinle Chodron
13686,14,19th Century,Samten Gyatso
13686,15,20th Century,Samten Gyatso
13687,15,20th Century,Lobzang Mingyur Dorje
13688,13,18th Century,Khamtrul Sherab Mebar
13688,14,19th Century,Khamtrul Sherab Mebar
13689,15,20th Century,Chime Rigdzin
13690,12,17th Century,Khangchenne Sonam Gyelpo
13690,13,18th Century,Khangchenne Sonam Gyelpo
13692,14,19th Century,Konchok Peldron
13692,15,20th Century,Konchok Peldron
13693,15,20th Century,Lobzang Wanggyel
13694,15,20th Century,Tenzin Chodrak
13697,15,20th Century,Tsering Chodron
13698,15,20th Century,Samten Gyatso
13699,14,19th Century,Ngawang Jampel Rinchen
13699,15,20th Century,Ngawang Jampel Rinchen
13700,14,19th Century,Dorje Sengge
13700,15,20th Century,Dorje Sengge
13701,15,20th Century,Jago Tobden
13702,15,20th Century,Orgyen Kyab
13703,15,20th Century,Jamyang Pelmo
13704,15,20th Century,Jago Tsewang Dolma
13706,9,14th Century,Jetsun Khacho Wangmo
13707,15,20th Century,Tubten Gyeltsen
13708,15,20th Century,Rigdzin Chodron
13718,15,20th Century,Khangsar Dechen Wangmo
13719,15,20th Century,Gyari Chime Drolma
13720,14,19th Century,Khangsar Yangchen Drolma
13720,15,20th Century,Khangsar Yangchen Drolma
13721,15,20th Century,Drayab Tubten Zangpo
13722,15,20th Century,Drumpa Namgyel Gyeltsen
13724,15,20th Century,Sonam Dekyi
13725,15,20th Century,Lhalung Gyeltsen Tarchin
13731,15,20th Century,Golok Menpa
13737,15,20th Century,Ngawang Jungne
13738,14,19th Century,Konchok Stanzin Damchos Gyurmed
13738,15,20th Century,Konchok Stanzin Damchos Gyurmed
13740,13,18th Century,Gyelpo Zhabdrung
13744,15,20th Century,Lama Chimpa Gyatso
13745,15,20th Century,Kunzang Tendron
13747,14,19th Century,Chime Dorje
13747,15,20th Century,Chime Dorje
13748,14,19th Century,Lama Sangngak
13748,15,20th Century,Lama Sangngak
13749,14,19th Century,Tersey Tulku
13749,15,20th Century,Tersey Tulku
13750,14,19th Century,Tashi Chime
13750,15,20th Century,Tashi Chime
13773,5,10th Century,Gelongma Pelmo
13773,6,11th Century,Gelongma Pelmo
13787,14,19th Century,Sonam Sengge Wangchuk
13787,15,20th Century,Sonam Sengge Wangchuk
13788,14,19th Century,Chime Dolkar
13788,15,20th Century,Chime Dolkar
13789,15,20th Century,Khyenrab Jigme Gyatso
13790,15,20th Century,Kelzang Chodron
13791,15,20th Century,Jampel Tenzin Dradul
13793,14,19th Century,Jampa Ngawang Kunga Chopel
13793,15,20th Century,Jampa Ngawang Kunga Chopel
13794,14,19th Century,Sonam Dolma
13794,15,20th Century,Sonam Dolma
13795,14,19th Century,Wara Zhabdrung Tenpai Nyima
13795,15,20th Century,Wara Zhabdrung Tenpai Nyima
13796,14,19th Century,Wara Zhabdrung Jamyang Namkha Gyeltsen
13796,15,20th Century,Wara Zhabdrung Jamyang Namkha Gyeltsen
13797,14,19th Century,Tartse Zhabdrung Namkha Zangpo
13797,15,20th Century,Tartse Zhabdrung Namkha Zangpo
13798,14,19th Century,Nyendrak Tarpa
13798,15,20th Century,Nyendrak Tarpa
13803,14,19th Century,Nun of the Cemeteries
13803,15,20th Century,Nun of the Cemeteries
13805,15,20th Century,Tseyang Sadutshang
13806,15,20th Century,Gepel Tulku Jamyang Kunga Chokyi Nyima
13809,15,20th Century,Tsering Wangmo
13810,15,20th Century,Lama Dribdel
13810,16,21st Century,Lama Dribdel
13811,15,20th Century,Lama Gyurdrak
13812,14,19th Century,Pelling Ani Wangdzin
13812,15,20th Century,Pelling Ani Wangdzin
13815,15,20th Century,Delok Dawa Dolma
13816,15,20th Century,Pema Tseden
13816,16,21st Century,Pema Tseden
13817,14,19th Century,Gonpo Wanggyel
13817,15,20th Century,Gonpo Wanggyel
13819,15,20th Century,Kunzang Wangmo
13820,15,20th Century,Kunzang Dechen
13821,15,20th Century,Gergan Konchok Sonam
13822,12,17th Century,Geshe Mila Lobzang Tashi
13823,14,19th Century,Khenpo Lobzang Puntsok
13823,15,20th Century,Khenpo Lobzang Puntsok
13824,15,20th Century,Konchok Tokdrol
13825,14,19th Century,Ngawang Tashi Dechen Dorje
13825,15,20th Century,Ngawang Tashi Dechen Dorje
13828,15,20th Century,Gyarong Khandro Dechen Wangmo
person_id,historical_period_id,historical_period_name,default_name